ensembl,gene_symbol,cancer_group,status,cohort,specimen_descriptor,sample_count,efo_code,mondo_code,ncit_code,version
ENSG00000134323,MYCN,Sarcoma,loss,All Cohorts,Relapse Tumor,1,EFO_0000691,MONDO_0005089,NCIT_C9118,PMTL version 1.1
ENSG00000134323,MYCN,Sarcoma,loss,PBTA,Relapse Tumor,1,EFO_0000691,MONDO_0005089,NCIT_C9118,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,amplification,All Cohorts,Primary Tumor,1,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,amplification,TARGET,Primary Tumor,1,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,gain,All Cohorts,Primary Tumor,5,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,gain,All Cohorts,Relapse Tumor,1,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,gain,TARGET,Primary Tumor,5,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,gain,TARGET,Relapse Tumor,1,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,loss,All Cohorts,Primary Tumor,11,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,loss,All Cohorts,Relapse Tumor,2,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,loss,TARGET,Primary Tumor,11,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,loss,TARGET,Relapse Tumor,2,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,neutral,All Cohorts,Primary Tumor,19,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,neutral,All Cohorts,Relapse Tumor,2,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,neutral,TARGET,Primary Tumor,19,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,Wilms tumor,neutral,TARGET,Relapse Tumor,2,MONDO_0006058,MONDO_0006058,NCIT_C3267,PMTL version 1.1
ENSG00000134323,MYCN,NA,gain,All Cohorts,Primary Tumor,2,NA,NA,NA,PMTL version 1.1
ENSG00000134323,MYCN,NA,gain,PBTA,Primary Tumor,2,NA,NA,NA,PMTL version 1.1
ENSG00000260596,DUX4,Diffuse midline glioma,loss,All Cohorts,Primary Tumor,1,EFO_1000026,MONDO_0006033,NCIT_C129309,NA
ENSG00000260596,DUX4,Diffuse midline glioma,loss,PBTA,Primary Tumor,1,EFO_1000026,MONDO_0006033,NCIT_C129309,NA
ENSG00000260596,DUX4,High-grade glioma/astrocytoma,loss,All Cohorts,Primary Tumor,11,MONDO_0016680,MONDO_0016680,NCIT_C102897,NA
ENSG00000260596,DUX4,High-grade glioma/astrocytoma,loss,PBTA,Primary Tumor,11,MONDO_0016680,MONDO_0016680,NCIT_C102897,NA
ENSG00000260596,DUX4,High-grade glioma/astrocytoma,neutral,All Cohorts,Primary Tumor,1,MONDO_0016680,MONDO_0016680,NCIT_C102897,NA
ENSG00000260596,DUX4,High-grade glioma/astrocytoma,neutral,PBTA,Primary Tumor,1,MONDO_0016680,MONDO_0016680,NCIT_C102897,NA
ENSG00000260596,DUX4,Neuroblastoma,loss,All Cohorts,Primary Tumor,2,EFO_0000621,MONDO_0005072,NCIT_C3270,NA
ENSG00000260596,DUX4,Neuroblastoma,loss,GMKF,Primary Tumor,2,EFO_0000621,MONDO_0005072,NCIT_C3270,NA
